"NG1.genes.results","NG2.genes.results","NG3.genes.results","RPM1.genes.results","RPM2.genes.results","RPM3.genes.results"
"ENSMUSG00000103544",0,0,0,1,0,2
"ENSMUSG00000103545",0,0,0,0,0,0
"ENSMUSG00000103546",1,1,0,1,10,3
"ENSMUSG00000103547",0,0,0,0,0,0.5
"ENSMUSG00000103548",0,0,0,0,0,0
"ENSMUSG00000103549",0,0,0,0,0,0
"ENSMUSG00000103552",0,0,0,0,0,0
"ENSMUSG00000103553",1,0,0,3,2,2
"ENSMUSG00000103554",0,0,0,0,0,0
"ENSMUSG00000103555",0,0,0,0,0,0
"ENSMUSG00000103556",51.95,122.11,112.19,30.68,31.44,26.94
"ENSMUSG00000103557",0,0,0,0,0,0
"ENSMUSG00000103558",9,18,12,25,36,33
"ENSMUSG00000103559",0,0,0,0,0,0
"ENSMUSG00000103560",25.04,27.79,32.45,46.61,57.99,68.6
"ENSMUSG00000103561",0,0,0,0,0,0
"ENSMUSG00000103562",0,0,0,0,0,1
"ENSMUSG00000103563",0,0,0,0,0,0
"ENSMUSG00000103564",0,0,0,0,0,0
"ENSMUSG00000103566",0,0,0,0,0,0
"ENSMUSG00000103567",0,0,0,1.85,3.04,0
"ENSMUSG00000103568",0,0,0,0,0,0
"ENSMUSG00000103569",2,3,0,4,1,3
"ENSMUSG00000103570",2.09,2.2,1.1,3.24,1.08,4.43
"ENSMUSG00000103571",0,0,0,0,0,0
"ENSMUSG00000103572",2,8,2.44,0,2,1
"ENSMUSG00000103573",0,0,0,0,0,0
"ENSMUSG00000103574",0,0,0,0,0,0
"ENSMUSG00000103575",0,0,0,0,0,0
"ENSMUSG00000103579",0,0,0,0,0,0
"ENSMUSG00000103580",1,2.01,1.3,1.03,3.05,1
"ENSMUSG00000103581",3,0,0.2,4.8,6,3.2
"ENSMUSG00000103584",0,0,0,0,0,0
"ENSMUSG00000103585",0,0,0,0,0,1.85
"ENSMUSG00000103588",12,16,15,32,36,46.99
"ENSMUSG00000103590",0,0,1,1,0,1
"ENSMUSG00000103591",12.02,7.76,8.06,16.83,14.53,8.74
"ENSMUSG00000103592",0,0,0,0,0,0
"ENSMUSG00000103593",105,52,82,42,48,39
"ENSMUSG00000103595",0,0,0,0,0,0
"ENSMUSG00000103596",0,0,0,1,0,1
"ENSMUSG00000103597",0,0,0,0,0,0
"ENSMUSG00000103598",0,0,0,0,0,0
"ENSMUSG00000103599",0,0,0,0,0,0
"ENSMUSG00000103600",0,0,0,0,0,0
"ENSMUSG00000103601",0,0,0,0,0,0
"ENSMUSG00000103602",0,0,0,0,0,0
"ENSMUSG00000103604",0,0,0,0,0,0
"ENSMUSG00000103606",0,0,0,0,0,0
"ENSMUSG00000103608",0,0,0,0,0,0
"ENSMUSG00000103609",0.89,0,0,3,0,4.73
"ENSMUSG00000103610",0,0,0,0,0,0
"ENSMUSG00000103611",0,3,0,0,0,0
"ENSMUSG00000103614",0,0,0,1,0,1
"ENSMUSG00000103616",0,0,0,0,1,0
"ENSMUSG00000103618",0,1,0,0,1,0
"ENSMUSG00000103621",4.1,5,4.71,13.21,8.02,14.32
"ENSMUSG00000103622",0,1,0,7.12,7.07,3.03
"ENSMUSG00000103624",0,0,0,0,0,0
"ENSMUSG00000103625",1,0,0,2,2,2
"ENSMUSG00000103626",0,0,0,0,0,0
"ENSMUSG00000103628",0,0,0,0,0,0
"ENSMUSG00000103629",0,0,2,1,0,0
"ENSMUSG00000103630",4.16,2.82,4.7,2.4,20.84,12.3
"ENSMUSG00000103632",0,0,0,0,2,0
"ENSMUSG00000103633",0,0,0,0,1,1
"ENSMUSG00000103634",1,0,0,2,2,9
"ENSMUSG00000103635",0,0,0,0,0,0
"ENSMUSG00000103636",0,0,0,0,0,0
"ENSMUSG00000103637",0,0,0,0,0,0
"ENSMUSG00000103638",0,0,0,0,1,0
"ENSMUSG00000103639",0,0,0,0,0,0
"ENSMUSG00000103641",0,0,0,0,1,0
"ENSMUSG00000103642",0,0,0,0,0,0
"ENSMUSG00000103643",0,0,0,0,0,1
"ENSMUSG00000103646",1,2.01,3,1,4,0
"ENSMUSG00000103650",0,0,0,0,0,0
"ENSMUSG00000103651",38.35,35.78,31.22,80.45,83.2,121.22
"ENSMUSG00000103652",0,0,0,0,0,0
"ENSMUSG00000103653",12.2,3.37,9.63,20.52,13.53,18.9
"ENSMUSG00000103654",0,0,0,0,0,0
"ENSMUSG00000103656",0,0,0,0,0,0
"ENSMUSG00000103657",12.2,14.14,13.16,30.67,48.99,38.61
"ENSMUSG00000103658",0,0,0,0,0,0
"ENSMUSG00000103662",0,0,0,0,0,0
"ENSMUSG00000103663",0,0,0,0,0,0
"ENSMUSG00000103665",0,0,0,0,0,0
"ENSMUSG00000103666",0,0,0,0,0,0
"ENSMUSG00000103667",0,0,0,0,0,0
"ENSMUSG00000103672",480.27,770.98,763.68,274.19,251.22,212.74
"ENSMUSG00000103673",0,0,0,0,0,0
"ENSMUSG00000103675",0,0,0,0,0,0
"ENSMUSG00000103677",0,0,0,0,1.84,0
"ENSMUSG00000103678",0,0,0,0,0,0
"ENSMUSG00000103680",0,0,0,1,0,0
"ENSMUSG00000103684",0,0,0,0,0,0
"ENSMUSG00000103685",1,3,7,8,11,10
"ENSMUSG00000103688",0,0,0,0,0,0
"ENSMUSG00000103689",0,0,0,0,0,0
"ENSMUSG00000103691",0,0,0,0,0,0
"ENSMUSG00000103694",0,0,1.99,1,0,0
"ENSMUSG00000103696",0,1,0,1,0,3
"ENSMUSG00000103697",2,10,1,30,12,29
"ENSMUSG00000103698",0,0,0,0,0,0
"ENSMUSG00000103699",0,0,0,0,0,0
"ENSMUSG00000103700",0,0,0,0,1,0
"ENSMUSG00000103701",0,0,0,0,0,0
"ENSMUSG00000103702",0,0,0,0,0,0
"ENSMUSG00000103703",0,0,0,0,1,1
"ENSMUSG00000103704",0,0,0,0,0,0
"ENSMUSG00000103706",0,3,1,3,4,9
"ENSMUSG00000103707",0,0,0,0,0,0
"ENSMUSG00000103709",0,0,0,0,0,0
"ENSMUSG00000103710",0,0,0,0,0,0
"ENSMUSG00000103711",4,2,2,0,1,1
"ENSMUSG00000103712",0,0,0,0,0,0
"ENSMUSG00000103713",0,0,0,0,0,0
"ENSMUSG00000103714",0,0,0,0,0,0
"ENSMUSG00000103715",43.33,30.24,24.26,77.47,41.22,60.67
"ENSMUSG00000103716",0,0,0,0,0,0
"ENSMUSG00000103717",0,0,0,0,0,0
"ENSMUSG00000103720",0.5,0.5,0,2.5,4.5,4.5
"ENSMUSG00000103722",0,0,0,0,0,0
"ENSMUSG00000103723",0,0,0,0,0,0
"ENSMUSG00000103724",0,0,0,0,0,0
"ENSMUSG00000103725",0,0,0,0,0,0
"ENSMUSG00000103727",0,0,0,0,0,0
"ENSMUSG00000103728",0,0,0,0,0,0
"ENSMUSG00000103729",0,0,0,0,0,0
"ENSMUSG00000103730",0,1.05,1.09,0,1.13,0
"ENSMUSG00000103731",4,0,2,2,1,2
"ENSMUSG00000103732",0,0,0,0,0,0
"ENSMUSG00000103733",0,0,0,0,0,0
"ENSMUSG00000103734",0,0,0,0,0,0
"ENSMUSG00000103735",0,0,0,0,0,0
"ENSMUSG00000103737",0,0,0,0,0,0
"ENSMUSG00000103738",0,0,0,0,0,0
"ENSMUSG00000103739",0,1,1,2,2,3
"ENSMUSG00000103740",0,0,0,0,0,0
"ENSMUSG00000103741",0,0,0,1,1,0
"ENSMUSG00000103742",0,0,0,0,0,0
"ENSMUSG00000103744",0,0,0,0,0,0
"ENSMUSG00000103745",0,0,2,2,1,5
"ENSMUSG00000103746",2,1,0,5,3,3
"ENSMUSG00000103747",0,0,0,0,1,2
"ENSMUSG00000103748",2.2,2.69,1.02,12.28,7.55,11.97
"ENSMUSG00000103749",0,0,0,0,0,0
"ENSMUSG00000103751",0,0,0,0,0,0
"ENSMUSG00000103753",0,0,0,0,0,0
"ENSMUSG00000103754",0,0,0,0,0,0
"ENSMUSG00000103755",0,0,0,0,0,0
"ENSMUSG00000103756",3,0,0,13,11,14
"ENSMUSG00000103758",0,0,0,0,0,0
"ENSMUSG00000103759",0,0,1,0,0,1
"ENSMUSG00000103760",0,0,0,0,0,0
"ENSMUSG00000103761",0,0,0,3,5,0
"ENSMUSG00000103762",1.4,1.39,0.17,2.01,0,1.01
"ENSMUSG00000103763",0,0,0,4,2,3
"ENSMUSG00000103764",1,0,0,2,1,1
"ENSMUSG00000103765",0,0,0,0,0,0
"ENSMUSG00000103766",0,0,1,2,2,1
"ENSMUSG00000103767",0,1,0,3,4,6
"ENSMUSG00000103768",0,0,0,0,0,0
"ENSMUSG00000103769",0,0,0,0,0,0
"ENSMUSG00000103770",0,0,0,0,0,2
"ENSMUSG00000103771",0,0,0,0,1,0
"ENSMUSG00000103772",0,0,1,1,0,0
"ENSMUSG00000103774",0,0,0,0,0,0
"ENSMUSG00000103775",0,0,0,0,0,0
"ENSMUSG00000103776",0,0,0,0,0,0
"ENSMUSG00000103778",0,0,0,1,1,0
"ENSMUSG00000103779",0,0,0,0,0,0
"ENSMUSG00000103780",0,0,0,0,0,0
"ENSMUSG00000103781",0,0,0,0,0,0
"ENSMUSG00000103783",0,0,0,5,2,4
"ENSMUSG00000103784",0,0,0,0,1,0
"ENSMUSG00000103785",0,0,0,0,0,1
"ENSMUSG00000103788",0,0,0,0,0,0
"ENSMUSG00000103789",0,0,0,0,0,0
"ENSMUSG00000103790",0,0,0,0,0,0
"ENSMUSG00000103791",0,0,0,0,0,0
"ENSMUSG00000103792",0,0,0,0,0,0
"ENSMUSG00000103793",1.83,0,0,45.61,29.35,27.42
"ENSMUSG00000103794",0,0,0,0,0,0
"ENSMUSG00000103795",0,0,0,0,0,0
"ENSMUSG00000103796",0,0,0,0,0,0
"ENSMUSG00000103797",0,0,0,0,0,0
"ENSMUSG00000103798",0,0,0,0,0,0
"ENSMUSG00000103800",2,0,0,5.38,5.28,4
"ENSMUSG00000103801",0,0,0,0,0,0
"ENSMUSG00000103802",0,0,0,0,0,0
"ENSMUSG00000103803",0,0,0,0,0,0
"ENSMUSG00000103805",0,0,0,0,0,0
"ENSMUSG00000103807",0,0,0,0,0,0
"ENSMUSG00000103808",3,1,2,7,6,8
"ENSMUSG00000103809",0,0,0,0,0,0
"ENSMUSG00000103810",0,2,3,1.99,1,1
"ENSMUSG00000103814",0,0,0,0,0,0
"ENSMUSG00000103815",0,0,0,0,0,0
"ENSMUSG00000103816",0,0,0,0,0,0
"ENSMUSG00000103817",0,0,0,0,0,0
"ENSMUSG00000103818",0,0,0,0,2,0
"ENSMUSG00000103819",0,0,0,0,0,0
"ENSMUSG00000103821",12,4,11,25.99,13,25
"ENSMUSG00000103822",0,0,1,1,1,0
"ENSMUSG00000103823",10.84,13.57,11.05,0,7.82,16.22
"ENSMUSG00000103824",0,0,0,0,0,0
"ENSMUSG00000103825",0,0,0,0,0,0.9
"ENSMUSG00000103828",0,0,0,0,0,0
"ENSMUSG00000103830",0,0,0,0,0,0
"ENSMUSG00000103831",0,0,0,0,0,0
"ENSMUSG00000103832",0,0,0,0,0,0
"ENSMUSG00000103834",0,0,0,0,1,0
"ENSMUSG00000103837",0,1.14,2.73,0.69,0,0
"ENSMUSG00000103839",215.16,390.66,308,153.46,204.41,158.29
"ENSMUSG00000103840",0,0,0,0,0,0
"ENSMUSG00000103841",0,0,0,0,0,0
"ENSMUSG00000103845",1,2.02,1,4,5.01,8.08
"ENSMUSG00000103846",0,0,0,0,0,0
"ENSMUSG00000103847",66.48,43.73,81.97,46.98,56.56,43.19
"ENSMUSG00000103848",0,0,0,0,0,0
"ENSMUSG00000103849",0,0,0,1,0,0
"ENSMUSG00000103850",0,0,0,0,0,0
"ENSMUSG00000103851",1,2,1,2,5,2
"ENSMUSG00000103852",0,0,0,0,0,0
"ENSMUSG00000103854",0,0,0,1,1,0
"ENSMUSG00000103856",0,0,0,0,0,0
"ENSMUSG00000103857",2.27,1.24,1.11,5.64,18.3,11.49
"ENSMUSG00000103858",0,0,0,0,0,0
"ENSMUSG00000103859",0,0,0,0,0,0
"ENSMUSG00000103860",0,0,0,0,0,0
"ENSMUSG00000103862",0,0,0,0,0,0
"ENSMUSG00000103863",0,0,0,0,0,0
"ENSMUSG00000103864",2,1,1,2,8.02,2
"ENSMUSG00000103865",31.56,48.16,23.84,117.08,173.03,66.87
"ENSMUSG00000103867",0,1,2,6,12,13
"ENSMUSG00000103869",1,0,1,1,1,5
"ENSMUSG00000103870",0,0,0,0,0,0
"ENSMUSG00000103873",0,0,0,0,0,0
"ENSMUSG00000103874",0,0,0,0,0,0
"ENSMUSG00000103875",0,0,0,0,0,0
"ENSMUSG00000103876",0,0,0,0,0,0
"ENSMUSG00000103877",0,0,0,0,0,0
"ENSMUSG00000103878",0,0,0,0,1,0
"ENSMUSG00000103880",8.03,4.04,10.15,1.01,5.27,5.02
"ENSMUSG00000103881",2,0,0,11,6,7
"ENSMUSG00000103882",0,0,1,2,1,1
"ENSMUSG00000103883",2,4.01,3.83,8.29,5.01,11.11
"ENSMUSG00000103884",0,0,0,0,0,0
"ENSMUSG00000103885",1,0,0,0,0,0
"ENSMUSG00000103886",0,0,0,0,0,0
"ENSMUSG00000103887",1,0,1,4,4,1
"ENSMUSG00000103889",0,0,0,0,0,0
"ENSMUSG00000103890",0,0,0,0,0,0
"ENSMUSG00000103891",0,0,0,0,0,0
"ENSMUSG00000103892",0,0,0,0,0,0
"ENSMUSG00000103893",0,0,0,0,0,0
"ENSMUSG00000103894",0,0,0,0,0,0
"ENSMUSG00000103895",0,0,0,0,0,0
"ENSMUSG00000103896",0,0,0,0,0,0
"ENSMUSG00000103897",0,0,0,5.51,3.66,0
"ENSMUSG00000103898",12,10,9,31,68,52
"ENSMUSG00000103899",3,2,7,2,4,3
"ENSMUSG00000103900",3,6,1,5,3,0
"ENSMUSG00000103901",11,14,8,21,20,31
"ENSMUSG00000103902",0,0,0,0,0,0
"ENSMUSG00000103903",0,0,0,0,0,0
"ENSMUSG00000103904",0,0,0,0,0,0
"ENSMUSG00000103905",0,0,0,0,0,0
"ENSMUSG00000103906",40,22,33,49,79,66
"ENSMUSG00000103907",0,0,2,3,4,5
"ENSMUSG00000103909",0,0,0,0,0,0
"ENSMUSG00000103911",0,0,0,0,0,0
"ENSMUSG00000103913",0,1,0,0,0,0
"ENSMUSG00000103914",0,0,0,0,0,0
"ENSMUSG00000103915",0,0,0,0,0,0
"ENSMUSG00000103916",1,0,0,0,1,3
"ENSMUSG00000103918",0,0,0,0,0,0
"ENSMUSG00000103919",0,0,0,0,0,0
"ENSMUSG00000103920",0,5,0,6,2,4
"ENSMUSG00000103921",0,0,0,0,0,0
"ENSMUSG00000103922",0,0,0,0,1.03,0
"ENSMUSG00000103924",0,0,0,0,0,0
"ENSMUSG00000103925",0,3,2,0,1,2
"ENSMUSG00000103926",0,0,1,1,3,2
"ENSMUSG00000103928",9,10,10,46,51,43
"ENSMUSG00000103930",0,0,0,0,0,0
"ENSMUSG00000103931",0,0,0,0,0,0
"ENSMUSG00000103932",0,0,0,0,1,2
"ENSMUSG00000103933",0,0,0,0,0,0
"ENSMUSG00000103934",0,0,0,0,0,0
"ENSMUSG00000103935",0,0,0,0,0,0
"ENSMUSG00000103936",0,0,0,0,0,0
"ENSMUSG00000103937",0,2,0,0,0,0
"ENSMUSG00000103938",0,0,0,0,0,0
"ENSMUSG00000103939",0,0,0,0,0,0
"ENSMUSG00000103940",3,0,0,5,5,5
"ENSMUSG00000103944",0,0,0,0,0,0
"ENSMUSG00000103945",0,0,0,0,0,0
"ENSMUSG00000103947",0,0,0,0,0,0
"ENSMUSG00000103948",0,0,2,0,0,0
"ENSMUSG00000103949",41.52,42.8,66.41,27.96,67.7,49.64
"ENSMUSG00000103950",0,0,0,0,0,0
"ENSMUSG00000103951",0,0,2,3.98,1,5
"ENSMUSG00000103952",0,0,1,1,0,1
"ENSMUSG00000103953",0,0,0,0,0,0
"ENSMUSG00000103955",4.22,4.18,0,2.79,0.44,0
"ENSMUSG00000103957",2,3,0,5,5,0
"ENSMUSG00000103958",0,0,0,0,0,0
"ENSMUSG00000103959",1,0,1,0,3,2
"ENSMUSG00000103960",0,0,0,0,0,0
"ENSMUSG00000103962",0,0,0,0,0,0
"ENSMUSG00000103964",1,0,0,0,0,0
"ENSMUSG00000103966",38,28,40,11,23,17
"ENSMUSG00000103967",0,0,0,0,2,1
"ENSMUSG00000103968",0,0,0,0,0,0
"ENSMUSG00000103969",0,0,0,0,0,0
"ENSMUSG00000103970",1.91,2.48,5.09,1.37,2,1.6
"ENSMUSG00000103972",0,0,0,0,0,0
"ENSMUSG00000103973",2,4,5,10,11,24
"ENSMUSG00000103975",0,3.08,5.81,15.71,4.94,26.81
"ENSMUSG00000103976",4.81,3,5.25,14,14,12.9
"ENSMUSG00000103978",0,0,0,0,0,0
"ENSMUSG00000103979",0,0,0,0,0,0
"ENSMUSG00000103980",0,0,0,0,0,0
"ENSMUSG00000103981",0,0,0,0,0,0
"ENSMUSG00000103984",0,1,1,4,2,1
"ENSMUSG00000103986",0,1.24,0,0,0,0
"ENSMUSG00000103987",0,0,0,0,0,0
"ENSMUSG00000103989",0,0,0,0,0,0
"ENSMUSG00000103990",0,0,0,0,0,0
"ENSMUSG00000103991",0,0,0,0,0,0
"ENSMUSG00000103992",0,0,0,0,0,0
"ENSMUSG00000103993",0,0,0,0,0,0
"ENSMUSG00000103995",0,0,0,0,0,0
"ENSMUSG00000103996",0,1,0,1,0,0
"ENSMUSG00000103997",0,0,0,0,0,0
"ENSMUSG00000103999",0,0,0,0,0,1
"ENSMUSG00000104001",0,0,0,0,0,0
"ENSMUSG00000104006",0,0,0,0,0,0
"ENSMUSG00000104007",0,0,0,0,0,0
"ENSMUSG00000104009",0,0,0,0,0,0
"ENSMUSG00000104010",2,0.51,0,6,5,4
"ENSMUSG00000104012",0,0,0,0,0,1
"ENSMUSG00000104013",0,0,0,0,0,0
"ENSMUSG00000104017",0,0,0,0,0,0
"ENSMUSG00000104018",6,3,8,0,1,3
"ENSMUSG00000104020",0,0,0,0,0,0
"ENSMUSG00000104023",0,0,0,0,0,0
"ENSMUSG00000104024",0,0,0,0,0,0
"ENSMUSG00000104025",0,0,0,0,0,0
"ENSMUSG00000104026",0,0,0,0,0,0
"ENSMUSG00000104027",0,0,0,0,0,0
"ENSMUSG00000104028",11,12.24,18.12,14.09,8.07,4.84
"ENSMUSG00000104029",0,0,0,0,0,0
"ENSMUSG00000104030",0,0,0,1,0,4
"ENSMUSG00000104031",0,0,0,0,0,0
"ENSMUSG00000104032",0,0,0,0,0,0
"ENSMUSG00000104033",2,0,0,1,1,0
"ENSMUSG00000104034",0,0,0,0,0,0
"ENSMUSG00000104035",0,0,0,0,0,0
"ENSMUSG00000104036",0,0,0,0,1,0
"ENSMUSG00000104037",0,0,2,22,17,24
"ENSMUSG00000104038",0,0,0,0,0,0
"ENSMUSG00000104039",0,0,0,0,1,0
"ENSMUSG00000104040",1,0,0,0,1,1
"ENSMUSG00000104041",0,0,0,0,0,0
"ENSMUSG00000104042",0,0,0,0,0,1
"ENSMUSG00000104043",0,0,0,1,2,2
"ENSMUSG00000104044",0,0,0,1,0,0
"ENSMUSG00000104046",251.13,208.12,191.45,574.58,777.09,725.85
"ENSMUSG00000104051",6.99,3.02,2.01,6.53,23.12,15.4
"ENSMUSG00000104052",0,0,0,0,1,0
"ENSMUSG00000104053",1,0,0,2,0,0
"ENSMUSG00000104054",0,0,0,0,0,0
"ENSMUSG00000104057",0,0,0,0,0,0
"ENSMUSG00000104058",0,1.13,1,0,0,0
"ENSMUSG00000104059",1.34,5.21,2,1.12,0,3.59
"ENSMUSG00000104060",21.42,20.26,19.25,72.47,103.59,108.36
"ENSMUSG00000104061",1,0,0,2,2,2
"ENSMUSG00000104063",1.84,0,0,0,0,3.67
"ENSMUSG00000104064",0,0,0,0,0,0
"ENSMUSG00000104065",0,0,0,0,0,0
"ENSMUSG00000104066",0,0,0,0,0,0
"ENSMUSG00000104067",0,0,0,0,0,0
"ENSMUSG00000104068",9,7,6,28,34,58
"ENSMUSG00000104069",34.06,71.77,57.74,8.01,18.89,12.03
"ENSMUSG00000104070",0,0,0,0,0,0
"ENSMUSG00000104071",0,0,0,0,0,0
"ENSMUSG00000104073",0,0,0,0,0,0
"ENSMUSG00000104074",0,1,0,1,0,0
"ENSMUSG00000104075",0,0,0,0,0,0
"ENSMUSG00000104076",0,0,0,0,0,0
"ENSMUSG00000104078",0,0,0,2,0,1
"ENSMUSG00000104079",0,0,0,0,0,0
"ENSMUSG00000104080",203,168.53,139.45,221.89,282.06,311.93
"ENSMUSG00000104081",0,0,0,0,0,0
"ENSMUSG00000104082",0,0,0,0,0,0
"ENSMUSG00000104083",1,0,0,0,0,0
"ENSMUSG00000104084",0,0,0,0,0,0
"ENSMUSG00000104085",0,0,0,0,0,0
"ENSMUSG00000104087",0,0,0,0,0,0
"ENSMUSG00000104088",0,0,0,0,0,0
"ENSMUSG00000104089",0,0,0,0,0,0
"ENSMUSG00000104091",0,1,0,2.72,4.09,5
"ENSMUSG00000104092",0,0,0,0,0,0
"ENSMUSG00000104094",0,0,0,2,1,2
"ENSMUSG00000104095",0,1.57,3.62,5.98,1.04,3.36
"ENSMUSG00000104097",0,0,0,1.06,0,0
"ENSMUSG00000104098",0,0,0,0,0,0
"ENSMUSG00000104099",0,0,0,0,0,0
"ENSMUSG00000104100",0,6.3,2.02,1.98,5,3.34
"ENSMUSG00000104101",0,0,0,0,0,0
"ENSMUSG00000104103",0,0,0,0,0,0
"ENSMUSG00000104104",0,0,0,0,0,0
"ENSMUSG00000104105",0,0,0,0,0,0
"ENSMUSG00000104107",0,0,0,2,1,1
"ENSMUSG00000104110",0,0,0,0,0,0
"ENSMUSG00000104112",0,0,0,0,0,0
"ENSMUSG00000104113",1,1,0,9,4,7
"ENSMUSG00000104114",0,1,0,0,0,0
"ENSMUSG00000104115",0,0,0,0,0,0
"ENSMUSG00000104116",44,31,33,316,208,315
"ENSMUSG00000104118",0,0,0,0,0,2
"ENSMUSG00000104120",0,0,0,0,0,1
"ENSMUSG00000104121",61.62,168.01,99.14,29.43,59.34,23.54
"ENSMUSG00000104122",0,0,1,3,1,0
"ENSMUSG00000104123",0,0,0,0,0,0
"ENSMUSG00000104125",1,0,1,1,0,6
"ENSMUSG00000104126",0,1,0,0,0,0
"ENSMUSG00000104127",0,0,0,0,0,0
"ENSMUSG00000104129",0,0,0,0,0,0
"ENSMUSG00000104130",0,0,0,0,0,0
"ENSMUSG00000104132",0,0,0,0,0,0
"ENSMUSG00000104133",0,0,0,0,0,0
"ENSMUSG00000104134",0,0,0,0,0,0
"ENSMUSG00000104135",0,0,0,0,0,0
"ENSMUSG00000104136",4,2,1,6,4.33,4
"ENSMUSG00000104137",0,0,0,0,0,0
"ENSMUSG00000104138",0,0,0,0,0,0
"ENSMUSG00000104140",0,0,0,1,1,2
"ENSMUSG00000104141",0,1,0,0,0,0
"ENSMUSG00000104142",0,0,0,0,0,0
"ENSMUSG00000104144",0,0,0,0,0,0
"ENSMUSG00000104145",0,0,0,2,2,2
"ENSMUSG00000104146",0,0,0,0,0,0
"ENSMUSG00000104147",0,0,0,0,0,0
"ENSMUSG00000104148",0,0,0,0,0,0
"ENSMUSG00000104149",23.47,15.98,14.12,53.37,66.66,76.47
"ENSMUSG00000104150",0,0,0,0,1,0
"ENSMUSG00000104152",0,0,0,0,0,0
"ENSMUSG00000104153",0,0,0,0,0,0
"ENSMUSG00000104154",5,1,4,19,3,20
"ENSMUSG00000104155",0,0,0,0,0,0
"ENSMUSG00000104158",0,0,0,0,1,0
"ENSMUSG00000104159",12.09,9.21,7.81,34.85,29.07,28.74
"ENSMUSG00000104162",0,0,0,0,0,0
"ENSMUSG00000104163",0,0,0,0,1,1
"ENSMUSG00000104164",8.07,25.6,20.06,15.48,16.93,25.08
"ENSMUSG00000104165",0,0,0,0,0,0
"ENSMUSG00000104166",0,0,0,0,0,0
"ENSMUSG00000104167",1,1,0,2,0,1
"ENSMUSG00000104169",0,0,0,0,0,1
"ENSMUSG00000104170",0,0,0,1,0,0
"ENSMUSG00000104171",0,0,0,0,0,0
"ENSMUSG00000104172",0,0,0,1,0,0
"ENSMUSG00000104173",0,0,0,0,0,0
"ENSMUSG00000104174",5.89,15.1,12.7,39.62,70.8,64.04
"ENSMUSG00000104175",0,0,0,0,0,0
"ENSMUSG00000104176",0,0,0,0,0,0
"ENSMUSG00000104177",0,0,0,0,0,0
"ENSMUSG00000104180",0,0,0,0,0,0
"ENSMUSG00000104181",0,1,0,1,1,0
"ENSMUSG00000104182",0,0,0,0,0,0
"ENSMUSG00000104183",27.17,20,43.93,30.39,43.62,28.33
"ENSMUSG00000104184",0,0,0,0,0,0
"ENSMUSG00000104185",0,0,0,0,0,0
"ENSMUSG00000104186",0,2,2,0,3,3
"ENSMUSG00000104187",0,0,3,3,8,6
"ENSMUSG00000104189",0,0,0,0,0,0
"ENSMUSG00000104190",0,0,0,0,1,3
"ENSMUSG00000104191",0,0,0,0,0,0
"ENSMUSG00000104192",0,0,0,0,0,0
"ENSMUSG00000104194",0,0,0,0,0,0
"ENSMUSG00000104195",8.39,8.27,7.54,11.6,6.62,7.49
"ENSMUSG00000104197",1,0,0,1,2,0
"ENSMUSG00000104198",0,0,0,0,0,0
"ENSMUSG00000104199",0,0,0,0,0,0
"ENSMUSG00000104200",0,0,0,0,0,1
"ENSMUSG00000104202",0,0,0,1,1,0
"ENSMUSG00000104203",0,0,0,0,0,0
"ENSMUSG00000104204",3.03,1.02,0,5.18,12.36,10.5
"ENSMUSG00000104205",0.69,1.16,0,0,2.17,0
"ENSMUSG00000104207",0,0,0,0,0,0
"ENSMUSG00000104209",0,0,0,0,0,0
"ENSMUSG00000104210",0,0,0,0,0,0
"ENSMUSG00000104211",25.82,27.71,25.37,40.12,59.82,64.58
"ENSMUSG00000104213",9,8,6,2,6,3
"ENSMUSG00000104214",3,3,6,4,3,9
"ENSMUSG00000104215",0,0,0,0,0,0
"ENSMUSG00000104216",0,0,0,0,0,0
"ENSMUSG00000104217",0,0,0,2.51,2.27,2.4
"ENSMUSG00000104218",0,0,0,0,0,0
"ENSMUSG00000104219",0,0,0,0,0,0
"ENSMUSG00000104220",0,0,0,0,0,1
"ENSMUSG00000104221",0,0,0,0,0,0
"ENSMUSG00000104223",0,0,0,0,0,0
"ENSMUSG00000104224",0,0,0,0,0,0
"ENSMUSG00000104226",0,0,0,0,0,0
"ENSMUSG00000104227",0,0,0,0,0,0
"ENSMUSG00000104228",0,0,0,0,0,0
"ENSMUSG00000104229",0,0,0,0,0,0
"ENSMUSG00000104232",0,0,0,0,0,0
"ENSMUSG00000104233",0,0,0,0,0,0
"ENSMUSG00000104235",6,1,2,5,1,7
"ENSMUSG00000104236",0,0,0,0,0,0
"ENSMUSG00000104239",0,0,0,3,0,0
"ENSMUSG00000104240",0,0,0,0,0,0
"ENSMUSG00000104241",0,0,0,0,0,1
"ENSMUSG00000104242",0,0,0,0,0,0
"ENSMUSG00000104243",0,0,0,0,0,0
"ENSMUSG00000104244",0,0,0,0,0,0
"ENSMUSG00000104247",0,0,0,0,0,0
"ENSMUSG00000104248",0,0,0,0,0,0
"ENSMUSG00000104249",0,0,0,0,0,0
"ENSMUSG00000104251",0,0,0,0,0,0
"ENSMUSG00000104252",0,0,0,0,0,0
"ENSMUSG00000104253",0,2,3,13,31,26
"ENSMUSG00000104254",0,0,0,0,0,0
"ENSMUSG00000104255",0,0,0,0,0,0
"ENSMUSG00000104256",0,0,0,0,0,0
"ENSMUSG00000104257",0,0,0,0,0,0
"ENSMUSG00000104258",0,0,0,0,0,0
